A0A075B6S6	('T96060009133', 0)
Q9H165	('T96060001590', 24621)
Q9H172	('T96060000251', 24622)
Q9H173	('T96060015923', 24623)
Q9H175	('T96060003964', 24624)
Q9H190	('T96060015589', 24625)
Q9H1A3	('T96060010190', 24626)
Q9H1B7	('T96060007825', 24627)
Q9H1C0	('T96060009481', 24628)
Q9H1D0	('T96060018331', 24629)
Q9H1E1	('T96060014769', 24630)
Q9H1E3	('T96060011635', 24631)
Q9H1H9	('T96060008740', 24632)
Q9H1I8	('T96060001232', 24633)
Q9H1J5	('T96060019361', 24634)
Q9H1K0	('T96060014227', 24635)
Q9H1K4	('T96060006689', 24636)
Q9H1M0	('T96060010861', 24637)
Q9H1N7	('T96060015271', 24638)
Q9H1R2	('T96060004924', 24639)
Q9H1X1	('T96060014999', 24640)
Q9H1Y0	('T96060001363', 24641)
Q9H1Z4	('T96060019250', 24642)
Q9H205	('T96060011785', 24643)
Q9H208	('T96060011708', 24644)
Q9H209	('T96060011710', 24645)
Q9H210	('T96060012041', 24646)
Q9H222	('T96060000252', 24647)
Q9H227	('T96060006506', 24648)
Q9H239	('T96060010393', 24649)
Q9H244	('T96060012376', 24650)
Q9H246	('T96060001957', 24651)
Q9H255	('T96060011816', 24652)
Q9H257	('T96060002160', 24653)
Q9H267	('T96060019136', 24654)
Q9H270	('T96060019160', 24655)
Q9H293	('T96060008072', 24656)
Q9H295	('T96060004385', 24657)
Q9H299	('T96060015816', 24658)
Q9H2A2	('T96060000685', 24659)
Q9H2A7	('T96060004186', 24660)
Q9H2C8	('T96060011830', 24661)
Q9H2D1	('T96060010232', 24662)
Q9H2E6	('T96060015650', 24663)
Q9H2G2	('T96060016037', 24664)
Q9H2G4	('T96060018424', 24665)
Q9H2H0	('T96060004190', 24666)
Q9H2H8	('T96060013449', 24667)
Q9H2I8	('T96060009586', 24668)
Q9H2J4	('T96060012732', 24669)
Q9H2K0	('T96060007898', 24670)
Q9H2K8	('T96060017128', 24671)
Q9H2M9	('T96060014182', 24672)
Q9H2U2	('T96060008239', 24673)
Q9H2V7	('T96060016422', 24674)
Q9H2X0	('T96060003050', 24675)
Q9H2X8	('T96060007821', 24676)
Q9H2Y9	('T96060016239', 24677)
Q9H310	('T96060014460', 24678)
Q9H313	('T96060018497', 24679)
Q9H324	('T96060001417', 24680)
Q9H334	('T96060006236', 24681)
Q9H339	('T96060011812', 24682)
Q9H342	('T96060011824', 24683)
Q9H343	('T96060011822', 24684)
Q9H346	('T96060011837', 24685)
Q9H361	('T96060012436', 24686)
Q9H3D4	('T96060012408', 24687)
Q9H3F6	('T96060001528', 24688)
Q9H3H5	('T96060007025', 24689)
Q9H3K2	('T96060006691', 24690)
Q9H3K6	('T96060001752', 24691)
Q9H3P2	('T96060011130', 24692)
Q9H3P7	('T96060006577', 24693)
Q9H3Q1	('T96060001766', 24694)
Q9H3Q3	('T96060006393', 24695)
Q9H3R2	('T96060010704', 24696)
Q9H3R5	('T96060002830', 24697)
Q9H3S4	('T96060018094', 24698)
Q9H3S7	('T96060013845', 24699)
Q9H3T2	('T96060015652', 24700)
Q9H3Z4	('T96060004720', 24701)
Q9H446	('T96060015102', 24702)
Q9H461	('T96060006378', 24703)
Q9H479	('T96060006167', 24704)
Q9H490	('T96060013033', 24705)
Q9H497	('T96060018054', 24706)
Q9H4A3	('T96060019344', 24707)
Q9H4A4	('T96060000752', 24708)
Q9H4A6	('T96060006887', 24709)
Q9H4B6	('T96060015440', 24710)
Q9H4B7	('T96060017166', 24711)
Q9H4D5	('T96060011687', 24712)
Q9H4E5	('T96060014521', 24713)
Q9H4F1	('T96060015884', 24714)
Q9H4F8	('T96060016117', 24715)
Q9H4H8	('T96060005806', 24716)
Q9H4K1	('T96060014531', 24717)
Q9H4K7	('T96060010657', 24718)
Q9H4L4	('T96060015664', 24719)
Q9H4M9	('T96060005151', 24720)
Q9H4P4	('T96060014793', 24721)
Q9H4T2	('T96060020394', 24722)
Q9H4W6	('T96060003541', 24723)
Q9H4X1	('T96060014408', 24724)
Q9H4Z2	('T96060019964', 24725)
Q9H4Z3	('T96060002142', 24726)
Q9H511	('T96060008873', 24727)
Q9H568	('T96060000403', 24728)
Q9H596	('T96060004930', 24729)
Q9H5J4	('T96060005230', 24730)
Q9H5J8	('T96060017092', 24731)
Q9H5K3	('T96060015758', 24732)
Q9H5V8	('T96060002678', 24733)
Q9H609	('T96060020106', 24734)
Q9H665	('T96060007988', 24735)
Q9H694	('T96060001674', 24736)
Q9H6A0	('T96060004481', 24737)
Q9H6B4	('T96060003333', 24738)
Q9H6B9	('T96060005364', 24739)
Q9H6E4	('T96060002344', 24740)
Q9H6E5	('T96060016745', 24741)
Q9H6F5	('T96060002460', 24742)
Q9H6H4	('T96060014304', 24743)
Q9H6K4	('T96060011977', 24744)
Q9H6L4	('T96060001146', 24745)
Q9H6L5	('T96060014351', 24746)
Q9H6P5	('T96060017140', 24747)
Q9H6Q3	('T96060016018', 24748)
Q9H6Q4	('T96060003104', 24749)
Q9H6R7	('T96060019242', 24750)
Q9H6S1	('T96060001469', 24751)
Q9H6T0	('T96060005466', 24752)
Q9H6T3	('T96060014865', 24753)
Q9H6U8	('T96060000707', 24754)
Q9H6W3	('T96060014564', 24755)
Q9H6X5	('T96060003901', 24756)
Q9H6Y7	('T96060014734', 24757)
Q9H706	('T96060006482', 24758)
Q9H756	('T96060009516', 24759)
Q9H790	('T96060005524', 24760)
Q9H792	('T96060012810', 24761)
Q9H7B4	('T96060016143', 24762)
Q9H7D0	('T96060004751', 24763)
Q9H7D7	('T96060019258', 24764)
Q9H7E9	('T96060002973', 24765)
Q9H7L9	('T96060015605', 24766)
Q9H7S9	('T96060020196', 24767)
Q9H7V2	('T96060016904', 24768)
Q9H7X0	('T96060010873', 24769)
Q9H7X7	('T96060007959', 24770)
Q9H7Z6	('T96060008543', 24771)
Q9H7Z7	('T96060012899', 24772)
Q9H808	('T96060017656', 24773)
Q9H814	('T96060012935', 24774)
Q9H816	('T96060004381', 24775)
Q9H832	('T96060018760', 24776)
Q9H840	('T96060006626', 24777)
Q9H869	('T96060019611', 24778)
Q9H875	('T96060013142', 24779)
Q9H8E8	('T96060003962', 24780)
Q9H8K7	('T96060003143', 24781)
Q9H8M5	('T96060003432', 24782)
Q9H8N7	('T96060019986', 24783)
Q9H8W5	('T96060018236', 24784)
Q9H8X9	('T96060019742', 24785)
Q9H8Y8	('T96060006895', 24786)
Q9H902	('T96060014301', 24787)
Q9H967	('T96060019293', 24788)
Q9H974	('T96060013978', 24789)
Q9H977	('T96060019277', 24790)
Q9H981	('T96060001174', 24791)
Q9H992	('T96060009950', 24792)
Q9H999	('T96060012502', 24793)
Q9H9A5	('T96060003435', 24794)
Q9H9B1	('T96060005156', 24795)
Q9H9D4	('T96060019992', 24796)
Q9H9E1	('T96060000894', 24797)
Q9H9E3	('T96060003550', 24798)
Q9H9F9	('T96060001172', 24799)
Q9H9H4	('T96060019139', 24800)
Q9H9L3	('T96060007813', 24801)
Q9H9L7	('T96060000659', 24802)
Q9H9P5	('T96060018944', 24803)
Q9H9P8	('T96060009145', 24804)
Q9H9Q2	('T96060003955', 24805)
Q9H9Q4	('T96060011221', 24806)
Q9H9S0	('T96060010920', 24807)
Q9H9S4	('T96060002252', 24808)
Q9H9T3	('T96060005234', 24809)
Q9H9V4	('T96060014714', 24810)
Q9H9Y6	('T96060014852', 24811)
Q9HA47	('T96060018859', 24812)
Q9HA64	('T96060009087', 24813)
Q9HA65	('T96060017181', 24814)
Q9HAB8	('T96060013432', 24815)
Q9HAI6	('T96060004124', 24816)
Q9HAP2	('T96060010367', 24817)
Q9HAQ2	('T96060008798', 24818)
Q9HAR2	('T96060000593', 24819)
Q9HAU0	('T96060013102', 24820)
Q9HAU4	('T96060016139', 24821)
Q9HAU5	('T96060014330', 24822)
Q9HAV4	('T96060019418', 24823)
Q9HAV7	('T96060007105', 24824)
Q9HAW0	('T96060001801', 24825)
Q9HAW4	('T96060003349', 24826)
Q9HAW7	('T96060018879', 24827)
Q9HAW9	('T96060018880', 24828)
Q9HAY2	('T96060009884', 24829)
Q9HAZ2	('T96060013565', 24830)
Q9HB07	('T96060010767', 24831)
Q9HB14	('T96060008661', 24832)
Q9HB20	('T96060013100', 24833)
Q9HB29	('T96060008113', 24834)
Q9HB58	('T96060016296', 24835)
Q9HB63	('T96060011149', 24836)
Q9HB65	('T96060005209', 24837)
Q9HB71	('T96060004200', 24838)
Q9HB89	('T96060011331', 24839)
Q9HB90	('T96060014925', 24840)
Q9HB96	('T96060005875', 24841)
Q9HB97	('T101160005138', 24842)
Q9HBA0	('T96060018329', 24843)
Q9HBA9	('T96060006187', 24844)
Q9HBD1	('T96060014249', 24845)
Q9HBE5	('T96060008066', 24846)
Q9HBF4	('T96060019808', 24847)
Q9HBG4	('T96060019157', 24848)
Q9HBG6	('T96060007883', 24849)
Q9HBH0	('T96060014518', 24850)
Q9HBH1	('T96060004468', 24851)
Q9HBH9	('T96060010339', 24852)
Q9HBL0	('T96060017372', 24853)
Q9HBL7	('T96060013247', 24854)
Q9HBL8	('T96060011327', 24855)
Q9HBM6	('T96060017106', 24856)
Q9HBT8	('T96060019616', 24857)
Q9HBX8	('T96060009326', 24858)
Q9HBX9	('T96060015105', 24859)
Q9HBY0	('T96060011394', 24860)
Q9HBZ2	('T96060001161', 24861)
Q9HC07	('T96060017732', 24862)
Q9HC21	('T96060018083', 24863)
Q9HC23	('T96060013624', 24864)
Q9HC29	('T96060011348', 24865)
Q9HC36	('T96060010547', 24866)
Q9HC44	('T96060006946', 24867)
Q9HC52	('T96060002304', 24868)
Q9HC96	('T96060002120', 24869)
Q9HC97	('T96060006992', 24870)
Q9HC98	('T96060011126', 24871)
Q9HCC0	('T96060010026', 24872)
Q9HCD5	('T96060011011', 24873)
Q9HCE0	('T96060005348', 24874)
Q9HCE1	('T96060010474', 24875)
Q9HCE5	('T96060010169', 24876)
Q9HCE6	('T96060001071', 24877)
Q9HCE9	('T96060000855', 24878)
Q9HCF6	('T96060018318', 24879)
Q9HCI6	('T96060008452', 24880)
Q9HCJ0	('T96060018015', 24881)
Q9HCJ6	('T96060019034', 24882)
Q9HCK0	('T96060019676', 24883)
Q9HCK4	('T96060014826', 24884)
Q9HCK5	('T96060000563', 24885)
Q9HCM3	('T96060008450', 24886)
Q9HCM4	('T96060005021', 24887)
Q9HCM9	('T96060018230', 24888)
Q9HCN2	('T96060018092', 24889)
Q9HCN3	('T96060017924', 24890)
Q9HCN4	('T96060006972', 24891)
Q9HCN6	('T96060007026', 24892)
Q9HCP0	('T96060008565', 24893)
Q9HCP6	('T96060007436', 24894)
Q9HCQ7	('T96060011472', 24895)
Q9HCS2	('T96060003716', 24896)
Q9HCS4	('T96060017449', 24897)
Q9HCU0	('T96060002605', 24898)
Q9HCU8	('T96060004800', 24899)
Q9HCX3	('T96060019949', 24900)
Q9HCX4	('T96060018315', 24901)
Q9HD15	('T96060016521', 24902)
Q9HD20	('T96060001294', 24903)
Q9HD26	('T96060006892', 24904)
Q9HD33	('T96060014686', 24905)
Q9HD47	('T96060010434', 24906)
Q9HD67	('T96060010800', 24907)
Q9HDB5	('T96060011541', 24908)
Q9HDC9	('T96060000990', 24909)
Q9HDU2	('T2848120001002', 24910)
Q9HDU3	('T2848120001001', 24911)
Q9HDU5	('T2848120001003', 24912)
Q9HDV4	('T2848120001405', 24913)
Q9HDW1	('T2848120002113', 24914)
Q9HDW6	('T2848120003647', 24915)
Q9HDW7	('T2848120000213', 24916)
Q9HDX4	('T2848120001563', 24917)
Q9HDX5	('T2848120000195', 24918)
Q9HDY1	('T2848120000199', 24919)
Q9HDY7	('T2848120004747', 24920)
Q9HDZ2	('T2848120000622', 24921)
Q9HDZ7	('T2848120000231', 24922)
Q9HDZ9	('T2848120002414', 24923)
Q9HEQ9	('T2848120003349', 24924)
Q9HFE4	('T2848120000959', 24925)
Q9HFE5	('T2848120000124', 24926)
Q9HFF5	('T2848120002064', 24927)
Q9HGK2	('T2848120001191', 24928)
Q9HGL2	('T2848120004538', 24929)
Q9HGL3	('T2848120003231', 24930)
Q9HGL5	('T2848120000804', 24931)
Q9HGL9	('T2848120003714', 24932)
Q9HGM7	('T2848120001917', 24933)
Q9HGN2	('T2848120004974', 24934)
Q9HGN7	('T2848120002972', 24935)
Q9HGP4	('T2848120004764', 24936)
Q9HGQ3	('T2848120000477', 24937)
Q9I7I0	('T72270000418', 24938)
Q9I7I7	('T72270002865', 24939)
Q9I7K0	('T72270001534', 24940)
Q9I7S8	('T72270002489', 24941)
Q9I7U4	('T72270003175', 24942)
Q9I8N6	('T79550000558', 24943)
Q9I8P2	('T79550002106', 24944)
Q9IAT6	('T79550000683', 24945)
Q9IBD0	('T79550000380', 24946)
Q9JHB3	('T100900015039', 24947)
Q9JHC0	('T100900005923', 24948)
Q9JHC6	('T101160007918', 24949)
Q9JHC9	('T100900004414', 24950)
Q9JHD1	('T100900007345', 24951)
Q9JHD2	('T100900007344', 24952)
Q9JHE3	('T100900001027', 24953)
Q9JHF9	('T100900008324', 24954)
Q9JHG1	('T100900010957', 24955)
Q9JHG6	('T100900012019', 24956)
Q9JHH2	('T100900015724', 24957)
Q9JHI0	('T100900008918', 24958)
Q9JHJ0	('T100900015321', 24959)
Q9JHJ5	('T100900000048', 24960)
Q9JHJ8	('T100900006718', 24961)
Q9JHK4	('T100900010857', 24962)
Q9JHL1	('T100900009681', 24963)
Q9JHL3	('T101160002160', 24964)
Q9JHP7	('T100900011112', 24965)
Q9JHR7	('T100900006726', 24966)
Q9JHS1	('T101160002286', 24967)
Q9JHU2	('T100900010508', 24968)
Q9JHU4	('T100900004208', 24969)
Q9JHU6	('T101160006906', 24970)
Q9JHW5	('T101160007792', 24971)
Q9JHW9	('T100900000539', 24972)
Q9JHX0	('T101160005952', 24973)
Q9JHX2	('T100900013886', 24974)
Q9JHX4	('T101160001003', 24975)
Q9JHY2	('T101160006534', 24976)
Q9JHY3	('T100900016481', 24977)
Q9JHZ4	('T101160002943', 24978)
Q9JHZ9	('T101160006334', 24979)
Q9JI10	('T100900014245', 24980)
Q9JI11	('T100900014247', 24981)
Q9JI12	('T101160007826', 24982)
Q9JI18	('T100900008220', 24983)
Q9JI38	('T100900011715', 24984)
Q9JI48	('T100900011064', 24985)
Q9JI51	('T101160007870', 24986)
Q9JI59	('T100900007204', 24987)
Q9JI60	('T100900008142', 24988)
Q9JI67	('T100900001292', 24989)
Q9JI70	('T100900008875', 24990)
Q9JI74	('T100900007638', 24991)
Q9JI81	('T100900001894', 24992)
Q9JI83	('T100900011063', 24993)
Q9JI91	('T100900000302', 24994)
Q9JI93	('T101160000057', 24995)
Q9JI99	('T100900013397', 24996)
Q9JIA3	('T101160003370', 24997)
Q9JIA7	('T100900013966', 24998)
Q9JIB0	('T100900008968', 24999)
Q9JID2	('T101160002839', 25000)
Q9JIF3	('T100900006071', 25001)
Q9JIF7	('T100900003015', 25002)
Q9JIG7	('T100900002069', 25003)
Q9JIH2	('T100900010069', 25004)
Q9JIH7	('T101160007920', 25005)
Q9JII4	('T101160005563', 25006)
Q9JII6	('T100900000504', 25007)
Q9JII7	('T100900016761', 25008)
Q9JIK1	('T101160001189', 25009)
Q9JIK9	('T100900012735', 25010)
Q9JIL2	('T100900002142', 25011)
Q9JIL3	('T101160003406', 25012)
Q9JIL6	('T100900005851', 25013)
Q9JIM0	('T101160004387', 25014)
Q9JIM1	('T100900012921', 25015)
Q9JIN6	('T100900007405', 25016)
Q9JIP3	('T100900006672', 25017)
Q9JIP4	('T100900010517', 25018)
Q9JIP6	('T100900005374', 25019)
Q9JIP7	('T100900012841', 25020)
Q9JIR4	('T101160005994', 25021)
Q9JIS4	('T101160003669', 25022)
Q9JIS7	('T100900001738', 25023)
Q9JIW4	('T100900004084', 25024)
Q9JIW5	('T100900013640', 25025)
Q9JIX3	('T101160002525', 25026)
Q9JIX5	('T101160001299', 25027)
Q9JIX9	('T100900004943', 25028)
Q9JIZ9	('T100900011158', 25029)
Q9JJ00	('T100900011156', 25030)
Q9JJ16	('T101160000036', 25031)
Q9JJ19	('T101160004696', 25032)
Q9JJ22	('T101160002307', 25033)
Q9JJ25	('T101160004201', 25034)
Q9JJ40	('T101160004698', 25035)
Q9JJ43	('T100900012136', 25036)
Q9JJ46	('T101160002158', 25037)
Q9JJ57	('T100900007392', 25038)
Q9JJ66	('T100900002281', 25039)
Q9JJ73	('T101160005829', 25040)
Q9JJ79	('T101160002130', 25041)
Q9JJ89	('T100900002104', 25042)
Q9JJ94	('T100900014143', 25043)
Q9JJA4	('T100900016422', 25044)
Q9JJC6	('T100900012295', 25045)
Q9JJC9	('T100900006314', 25046)
Q9JJG0	('T100900014568', 25047)
Q9JJG6	('T100900015289', 25048)
Q9JJH1	('T100900012481', 25049)
Q9JJH5	('T101160002402', 25050)
Q9JJI6	('T100900010956', 25051)
Q9JJI8	('T100900012346', 25052)
Q9JJJ7	('T100900011249', 25053)
Q9JJK4	('T101160005262', 25054)
Q9JJK5	('T100900006313', 25055)
Q9JJL9	('T100900008274', 25056)
Q9JJN0	('T100900011233', 25057)
Q9JJN1	('T100900005085', 25058)
Q9JJN2	('T100900016760', 25059)
Q9JJN4	('T100900013192', 25060)
Q9JJN5	('T100900001963', 25061)
Q9JJN6	('T100900002852', 25062)
Q9JJP2	('T100900010444', 25063)
Q9JJP6	('T101160005078', 25064)
Q9JJQ0	('T100900010949', 25065)
Q9JJR2	('T100900016567', 25066)
Q9JJR7	('T100900001054', 25067)
Q9JJS6	('T100900001379', 25068)
Q9JJT2	('T100900005603', 25069)
Q9JJV1	('T100900003213', 25070)
Q9JJV4	('T100900002123', 25071)
Q9JJW1	('T101160007573', 25072)
Q9JJW3	('T101160000668', 25073)
Q9JJX6	('T100900010403', 25074)
Q9JJY4	('T100900003677', 25075)
Q9JJZ4	('T100900015939', 25076)
Q9JJZ5	('T100900004355', 25077)
Q9JJZ6	('T100900007600', 25078)
Q9JK00	('T101160006440', 25079)
Q9JK15	('T101160000234', 25080)
Q9JK23	('T100900011600', 25081)
Q9JK24	('T100900010398', 25082)
Q9JK37	('T100900009337', 25083)
Q9JK41	('T101160001511', 25084)
Q9JK42	('T100900010719', 25085)
Q9JK71	('T101160004095', 25086)
Q9JK79	('T101160001354', 25087)
Q9JK83	('T100900010552', 25088)
Q9JK91	('T100900008891', 25089)
Q9JK95	('T100900010788', 25090)
Q9JK96	('T101160003681', 25091)
Q9JKA5	('T100900005834', 25092)
Q9JKA7	('T101160003111', 25093)
Q9JKA9	('T101160003109', 25094)
Q9JKB1	('T100900016066', 25095)
Q9JKB3	('T100900016604', 25096)
Q9JKB8	('T101160005614', 25097)
Q9JKC6	('T100900002412', 25098)
Q9JKC9	('T101160006990', 25099)
Q9JKD9	('T100900016668', 25100)
Q9JKE1	('T100900015568', 25101)
Q9JKE3	('T101160006425', 25102)
Q9JKE7	('T101160007056', 25103)
Q9JKE9	('T101160007063', 25104)
Q9JKF1	('T100900007075', 25105)
Q9JKF8	('T101160005838', 25106)
Q9JKJ9	('T100900003129', 25107)
Q9JKK7	('T100900015320', 25108)
Q9JKK8	('T100900001216', 25109)
Q9JKL9	('T101160005556', 25110)
Q9JKM5	('T101160006282', 25111)
Q9JKN1	('T100900016976', 25112)
Q9JKP7	('T100900004077', 25113)
Q9JKP8	('T100900002587', 25114)
Q9JKS4	('T100900007934', 25115)
Q9JKT4	('T100900015506', 25116)
Q9JKT7	('T101160007051', 25117)
Q9JKU0	('T101160007052', 25118)
Q9JKU1	('T101160007472', 25119)
Q9JKU3	('T101160003326', 25120)
Q9JKU8	('T100900008094', 25121)
Q9JKV2	('T100900006715', 25122)
Q9JKV9	('T100900006899', 25123)
Q9JKW0	('T100900000875', 25124)
Q9JKX4	('T100900000112', 25125)
Q9JKX8	('T100900016147', 25126)
Q9JKY0	('T100900002893', 25127)
Q9JKY5	('T100900006363', 25128)
Q9JKZ2	('T100900013122', 25129)
Q9JL27	('T100900005340', 25130)
Q9JL55	('T101160002737', 25131)
Q9JL56	('T100900005556', 25132)
Q9JL60	('T100900005734', 25133)
Q9JL99	('T100900002717', 25134)
Q9JLB2	('T100900009030', 25135)
Q9JLC3	('T100900009131', 25136)
Q9JLD2	('T101160004663', 25137)
Q9JLH5	('T101160001352', 25138)
Q9JLH6	('T101160001351', 25139)
Q9JLI6	('T100900013168', 25140)
Q9JLI8	('T100900013083', 25141)
Q9JLJ0	('T100900008057', 25142)
Q9JLJ1	('T100900013256', 25143)
Q9JLJ2	('T100900000554', 25144)
Q9JLJ5	('T100900004437', 25145)
Q9JLK4	('T100900001726', 25146)
Q9JLK7	('T100900001725', 25147)
Q9JLL3	('T100900015387', 25148)
Q9JLM8	('T100900003624', 25149)
Q9JLM9	('T100900005945', 25150)
Q9JLN9	('T100900009202', 25151)
Q9JLQ2	('T100900005652', 25152)
Q9JLS3	('T101160007104', 25153)
Q9JLT2	('T100900015564', 25154)
Q9JLT4	('T100900015685', 25155)
Q9JLT6	('T101160000781', 25156)
Q9JLV1	('T100900001325', 25157)
Q9JLV2	('T100900015446', 25158)
Q9JLV5	('T100900003435', 25159)
Q9JLV9	('T100900011370', 25160)
Q9JLZ3	('T100900001240', 25161)
Q9JLZ8	('T100900013517', 25162)
Q9JM05	('T100900010940', 25163)
Q9JM13	('T100900011850', 25164)
Q9JM14	('T100900009982', 25165)
Q9JM15	('T101160006332', 25166)
Q9JM54	('T100900000857', 25167)
Q9JM55	('T100900015408', 25168)
Q9JM58	('T100900003257', 25169)
Q9JM63	('T100900007395', 25170)
Q9JM73	('T100900014090', 25171)
Q9JM83	('T100900001812', 25172)
Q9JM90	('T100900014200', 25173)
Q9JM96	('T100900001530', 25174)
Q9JMB0	('T100900005653', 25175)
Q9JMB7	('T100900011001', 25176)
Q9JMB8	('T100900002913', 25177)
Q9JMC1	('T101160005338', 25178)
Q9JMC8	('T100900004248', 25179)
Q9JMD1	('T100900013650', 25180)
Q9JMD7	('T101160006409', 25181)
Q9JMF7	('T100900004048', 25182)
Q9JMG2	('T100900001638', 25183)
Q9JMG6	('T101160007207', 25184)
Q9JMG7	('T100900006266', 25185)
Q9JMH2	('T101160003992', 25186)
Q9JMH6	('T100900015684', 25187)
Q9JMH9	('T100900009256', 25188)
Q9JMI1	('T101160000065', 25189)
Q9JMK2	('T100900007368', 25190)
Q9JMK8	('T101160007861', 25191)
Q9LD28	('T37020006435', 25192)
Q9LD37	('T37020002846', 25193)
Q9LD43	('T37020000301', 25194)
Q9LD45	('T37020001730', 25195)
Q9LD90	('T37020002264', 25196)
Q9LD95	('T37020013066', 25197)
Q9LDA9	('T37020002139', 25198)
Q9LDD5	('T37020011477', 25199)
Q9LDD8	('T37020008080', 25200)
Q9LDE2	('T37020001791', 25201)
Q9LDE3	('T37020005175', 25202)
Q9LDF2	('T37020007442', 25203)
Q9LDL7	('T37020009626', 25204)
Q9LDM4	('T37020002292', 25205)
Q9LDN0	('T37020007303', 25206)
Q9LDR2	('T37020002845', 25207)
Q9LDR8	('T37020008520', 25208)
Q9LDU5	('T37020014055', 25209)
Q9LDU6	('T37020013488', 25210)
Q9LDX1	('T37020013034', 25211)
Q9LDY5	('T37020005440', 25212)
Q9LDY8	('T37020008677', 25213)
Q9LDY9	('T37020007028', 25214)
Q9LDZ0	('T37020006794', 25215)
Q9LE06	('T37020001513', 25216)
Q9LE16	('T37020001833', 25217)
Q9LE22	('T37020002783', 25218)
Q9LE59	('T37020005767', 25219)
Q9LE86	('T37020012624', 25220)
Q9LER7	('T37020011182', 25221)
Q9LES4	('T37020007411', 25222)
Q9LET3	('T37020011684', 25223)
Q9LET7	('T37020002581', 25224)
Q9LEW0	('T37020014618', 25225)
Q9LEW3	('T37020000436', 25226)
Q9LEW8	('T37020005519', 25227)
Q9LEX0	('T37020009420', 25228)
Q9LEY4	('T37020006814', 25229)
Q9LEZ4	('T37020008030', 25230)
Q9LEZ9	('T37020013913', 25231)
Q9LF04	('T37020013490', 25232)
Q9LF05	('T37020013492', 25233)
Q9LF10	('T37020003121', 25234)
Q9LF24	('T37020007610', 25235)
Q9LF33	('T37020014660', 25236)
Q9LF37	('T37020002727', 25237)
Q9LF57	('T37020006609', 25238)
Q9LF61	('T37020015203', 25239)
Q9LF98	('T37020000702', 25240)
Q9LFA5	('T37020008158', 25241)
Q9LFA6	('T37020001564', 25242)
Q9LFB8	('T37020011277', 25243)
Q9LFB9	('T37020009315', 25244)
Q9LFE0	('T37020003968', 25245)
Q9LFE4	('T37020015706', 25246)
Q9LFG1	('T37020015512', 25247)
Q9LFG8	('T37020000187', 25248)
Q9LFH3	('T37020007621', 25249)
Q9LFH5	('T37020012050', 25250)
Q9LFJ8	('T37020014500', 25251)
Q9LFK0	('T37020014501', 25252)
Q9LFL0	('T37020003188', 25253)
Q9LFL3	('T37020014185', 25254)
Q9LFN7	('T37020013049', 25255)
Q9LFP7	('T37020010120', 25256)
Q9LFQ3	('T37020013228', 25257)
Q9LFQ9	('T37020004205', 25258)
Q9LFS8	('T37020013176', 25259)
Q9LFT6	('T37020006702', 25260)
Q9LFU1	('T37020001121', 25261)
Q9LFU9	('T37020006149', 25262)
Q9LFW3	('T37020002875', 25263)
Q9LFY0	('T37020011282', 25264)
Q9LG02	('T37020006680', 25265)
Q9LG23	('T37020010939', 25266)
Q9LG26	('T37020009620', 25267)
Q9LH31	('T37020014271', 25268)
Q9LH39	('T37020010017', 25269)
Q9LH50	('T37020011562', 25270)
Q9LH83	('T37020000125', 25271)
Q9LH84	('T37020000124', 25272)
Q9LHA4	('T37020014763', 25273)
Q9LHA8	('T37020008119', 25274)
Q9LHB9	('T37020009831', 25275)
Q9LHD2	('T37020005765', 25276)
Q9LHE7	('T37020005647', 25277)
Q9LHF0	('T37020015864', 25278)
Q9LHF1	('T37020007764', 25279)
Q9LHG9	('T37020008709', 25280)
Q9LHH5	('T37020007614', 25281)
Q9LHI0	('T37020008831', 25282)
Q9LHJ9	('T37020009465', 25283)
Q9LHL5	('T37020009958', 25284)
Q9LHP2	('T37020013148', 25285)
Q9LHP4	('T37020011727', 25286)
Q9LHS0	('T37020002184', 25287)
Q9LI61	('T37020001369', 25288)
Q9LI74	('T37020002552', 25289)
Q9LI83	('T37020000670', 25290)
Q9LI84	('T37020002771', 25291)
Q9LI89	('T37020005146', 25292)
Q9LIA4	('T37020011986', 25293)
Q9LIA6	('T37020009668', 25294)
Q9LIA8	('T37020014659', 25295)
Q9LIB3	('T37020001432', 25296)
Q9LIC2	('T37020014168', 25297)
Q9LIC7	('T37020010984', 25298)
Q9LIE5	('T37020005382', 25299)
Q9LIE6	('T37020014914', 25300)
Q9LIG2	('T37020012185', 25301)
Q9LIG6	('T37020008947', 25302)
Q9LIH9	('T37020011925', 25303)
Q9LIK0	('T37020010122', 25304)
Q9LIK9	('T37020000920', 25305)
Q9LIM6	('T37020015532', 25306)
Q9LIN2	('T37020005867', 25307)
Q9LIN3	('T37020012606', 25308)
Q9LIQ4	('T37020014029', 25309)
Q9LIR8	('T37020005142', 25310)
Q9LIS3	('T37020005687', 25311)
Q9LJ68	('T37020004768', 25312)
Q9LJ69	('T37020010578', 25313)
Q9LJ74	('T37020004767', 25314)
Q9LJ87	('T37020002392', 25315)
Q9LJ95	('T37020007525', 25316)
Q9LJB4	('T37020000076', 25317)
Q9LJB7	('T37020001500', 25318)
Q9LJD7	('T37020002903', 25319)
Q9LJD8	('T37020007901', 25320)
Q9LJD9	('T37020000539', 25321)
Q9LJE4	('T37020002980', 25322)
Q9LJE5	('T37020004249', 25323)
Q9LJF3	('T37020001822', 25324)
Q9LJG6	('T37020009587', 25325)
Q9LJG8	('T37020001098', 25326)
